episode_num,cumulative_reward,mean_reward,cumulative_power_consumption,mean_power_consumption,cumulative_comfort_penalty,mean_comfort_penalty,cumulative_power_penalty,mean_power_penalty,comfort_violation (%),length(timesteps),time_elapsed(seconds)
0,-13582.207195775922,-0.3876200683726005,201503701.34731737,5750.676408313851,-7014.04425682011,-0.20017249591381592,-20150.370134731736,-0.5750676408313852,34.557648401826484,35040,31536000
1,-13572.85611400252,-0.3873531996005285,201910747.48311514,5762.2930217784,-6954.637479693525,-0.19847709702321703,-20191.074748311512,-0.57622930217784,34.509132420091326,35040,31536000
2,-13702.59301541961,-0.39105573674142724,204809521.3654736,5845.020586914201,-6924.233894291865,-0.1976094147914345,-20480.95213654736,-0.58450205869142,34.260844748858446,35040,31536000
3,-13693.756852124998,-0.39080356313142117,205106496.63991958,5853.495908673504,-6876.864040258037,-0.19625753539549193,-20510.649663991953,-0.5853495908673503,34.01255707762557,35040,31536000
4,-13718.065574173546,-0.3914973051990167,207025976.52703404,5908.275585817181,-6733.5334956436855,-0.19216705181631522,-20702.597652703404,-0.5908275585817181,33.77568493150685,35040,31536000
5,-13823.08611257231,-0.3944944666829997,208976611.61359566,5963.9443953651735,-6748.511063785048,-0.19259449382948196,-20897.661161359567,-0.5963944395365173,34.098173515981735,35040,31536000
6,-13892.238802501375,-0.3964680023544913,210062720.1885753,5994.940644651121,-6778.205586145216,-0.19344194024387032,-21006.272018857533,-0.5994940644651122,33.97831050228311,35040,31536000
7,-13956.60594762605,-0.39830496425873435,211709697.46291092,6041.943420745175,-6742.242148961008,-0.19241558644295115,-21170.96974629109,-0.6041943420745175,33.72716894977169,35040,31536000
8,-13946.2136158309,-0.3980083794472289,212494677.40836608,6064.345816448804,-6642.959490825196,-0.1895821772495775,-21249.467740836608,-0.6064345816448804,33.51312785388128,35040,31536000
9,-14085.165545805421,-0.4019739025629401,214846345.85229445,6131.4596419033805,-6685.696506381397,-0.19080184093554214,-21484.634585229443,-0.613145964190338,33.464611872146115,35040,31536000
10,-14188.784356068685,-0.404931060390088,218121513.59357187,6224.92904091244,-6565.417352780183,-0.18736921668893217,-21812.151359357187,-0.6224929040912439,33.544520547945204,35040,31536000
11,-14282.820330681192,-0.4076147354646459,219496469.46040735,6264.168648984228,-6615.993715321649,-0.18881260603086897,-21949.646946040735,-0.6264168648984229,33.48744292237443,35040,31536000
12,-14328.527151519476,-0.40891915386756494,220819304.78655556,6301.9207987030695,-6575.123824383396,-0.18764622786482293,-22081.93047865556,-0.630192079870307,33.28196347031964,35040,31536000
13,-14428.536741160675,-0.4117733088230786,222657684.48037916,6354.385972613561,-6591.305034283428,-0.188108020384801,-22265.76844803792,-0.6354385972613562,33.19063926940639,35040,31536000
14,-14511.039324784371,-0.4141278346114261,224275634.15117943,6400.56033536471,-6594.515234450793,-0.1881996356863811,-22427.563415117947,-0.6400560335364711,33.0593607305936,35040,31536000
15,-14536.357081309541,-0.414850373325044,224772320.4888773,6414.735173769329,-6595.48211373135,-0.18822722927315497,-22477.23204888773,-0.6414735173769329,33.093607305936075,35040,31536000
16,-14562.362359575367,-0.41559253309290434,226641007.74335042,6468.065289479178,-6460.623944815692,-0.18437853723789074,-22664.10077433504,-0.6468065289479178,32.74543378995433,35040,31536000
17,-14665.251349003503,-0.41852886269987166,228318696.2504375,6515.944527695134,-6498.633072963253,-0.18546327263022983,-22831.869625043757,-0.6515944527695137,32.89098173515982,35040,31536000
18,-14659.882590019593,-0.41837564469234,228539534.65179712,6522.246993487361,-6465.811714859474,-0.18452659003594388,-22853.953465179708,-0.652224699348736,32.86244292237443,35040,31536000
